question_concept_id,question,answer_concept_id,answer
836774,"Including yourself, who in your family has had esophageal cancer? Select all that apply.",43530430,"Including yourself, who in your family has had esophageal cancer? - Son"
836774,"Including yourself, who in your family has had esophageal cancer? Select all that apply.",43530429,"Including yourself, who in your family has had esophageal cancer? - Sibling"
43528871,Are you currently prescribed medications and/or receiving treatment for vitamin B deficiency?,43529532,Are you currently prescribed medications and/or receiving treatment for vitamin B deficiency? - No
836776,"Including yourself, who in your family has had kidney cancer? Select all that apply.",43529137,"Including yourself, who in your family has had kidney cancer? - Daughter"
836778,"Including yourself, who in your family has had ovarian cancer? Select all that apply.",43529677,"Including yourself, who in your family has had ovarian cancer? - Daughter"
836781,"Including yourself, who in your family has had skin cancer? Select all that apply.",43529819,"Including yourself, who in your family has had skin cancer? - Father"
43530414,About how old were you when you were first told you had atrial fibrillation (a-fib) or atrial flutter (or a-flutter)?,1384731,About how old were you when you were first told you had atrial fibrillation (a-fib) or atrial flutter (or a-flutter)? - Adolescent (12-17)
836785,"Including yourself, who in your family has had congestive heart failure? Select all that apply.",43528580,"Including yourself, who in your family has had congestive heart failure? - Self"
836793,"Including yourself, who in your family has had celiac disease? Select all that apply.",43528532,"Including yourself, who in your family has had celiac disease? - Daughter"
1384637,About how old were you when you were first told you had chickenpox?,1384737,About how old were you when you were first told you had chickenpox? - Child (0-11)
1384637,About how old were you when you were first told you had chickenpox?,1385618,About how old were you when you were first told you had chickenpox? - Adolescent (12-17)
836803,"Including yourself, who in your family has had bipolar disorder? Select all that apply.",43528460,"Including yourself, who in your family has had bipolar disorder? - Father"
836808,"Including yourself, who in your family has had migraine headaches? Select all that apply.",43529221,"Including yourself, who in your family has had migraine headaches? - Daughter"
836809,"Including yourself, who in your family has had multiple sclerosis (MS)? Select all that apply.",1384591,"Including yourself, who in your family has had multiple sclerosis (MS)? - Self"
43530446,About how old were you when you were first told you had colon cancer/rectal cancer?,1385068,About how old were you when you were first told you had colon cancer/rectal cancer? - Older adult (65-74)
836816,"Including yourself, who in your family has had sleep apnea? Select all that apply.",43529835,"Including yourself, who in your family has had sleep apnea? - Mother"
836818,"Including yourself, who in your family has had osteoarthritis? Select all that apply.",43529603,"Including yourself, who in your family has had osteoarthritis? - Daughter"
43530464,About how old were you when you were first told you had coronary artery/coronary heart disease?,1385057,About how old were you when you were first told you had coronary artery/coronary heart disease? - Elderly (75+)
43530468,About how old were you when you were first told you had high blood pressure (hypertension)?,1385047,About how old were you when you were first told you had high blood pressure (hypertension)? - Elderly (75+)
836837,"Including yourself, who in your family has had peripheral vascular disease? Select all that apply.",1384469,"Including yourself, who in your family has had peripheral vascular disease? - Self"
